dis,gene,av.sim
C0852866,SLC17A5,0.0283
C0852866,ADAMTSL2,0.0266
C0852866,MYD88,0.02615
C0852866,COL9A3,0.0259666666666666
C0853068,CLCNKB,0.3495
C0853068,CLCNKA,0.3149
C0853068,BSND,0.1472
C0853068,KCNJ1,0.1431
C0853068,SLC12A1,0.12778
C0853068,SLC37A4,0.1052
C0853068,SLC26A3,0.0427
C0853068,REN,0.0289
C0853068,NIPBL,0.0257999999999999
C0853068,CYP11A1,0.02276
C0853068,NPHP1,0.02102
C0853068,UMOD,0.01862
C0853068,POMC,0.01445
C0853068,PFKM,0.0142
C0853068,KCNJ10,0.01386
C0853085,LDLR,0.1984
C0853085,LDLRAP1,0.18014
C0853085,CETP,0.16912
C0853085,APOB,0.1366
C0853085,ANGPTL3,0.0945
C0853085,APOC3,0.0899
C0853085,LIPC,0.05486
C0853085,LMNA,0.05372
C0853085,TTPA,0.05072
C0853085,APOE,0.04546
C0853085,SAR1B,0.0361
C0853085,CCT5,0.0346
C0853085,CYP7A1,0.0341
C0853085,PCSK9,0.033125
C0853085,PPARA,0.027025
C0853087,ALOXE3,0.0589666666666666
C0853087,KRT86,0.0581
C0853087,TGM1,0.0539
C0853087,KRT81,0.0522
C0853087,KRT83,0.0481
C0853087,ALOX12B,0.046
C0853087,DSG4,0.0394777777777777
C0853087,FOXC2,0.0371
C0853087,ZMPSTE24,0.0338444444444444
C0853087,RECQL4,0.0292
C0853087,TP63,0.0286222222222222
C0853087,LMNA,0.0284
C0853087,EDA,0.0276888888888888
C0853087,KRT85,0.0253555555555555
C0853087,ABCA12,0.0248
C0853193,DFNB47,0.0792
C0853193,SIGMAR1,0.0778
C0853193,GRIK1,0.07756
C0853193,TRPC6,0.0774666666666666
C0853193,NLGN4X,0.0766
C0853193,NLGN3,0.0747
C0853193,CEBPE,0.0697
C0853193,CYP2B6,0.0692
C0853193,EGF,0.04135
C0853193,BCL6,0.0364
C0853193,TRPM2,0.0329
C0853193,ASAP1,0.03075
C0853193,ERBB4,0.0294714285714285
C0853193,MAFD1,0.02945
C0853193,RNANC,0.0293666666666666
C0853697,RFXANK,0.1158
C0853697,RFX5,0.0935
C0853697,RAG2,0.04235
C0853697,RPS14,0.041675
C0853697,WAS,0.0392
C0853697,RAG1,0.03819
C0853697,ADA,0.03615
C0853697,TNFRSF13B,0.03584
C0853697,RFXAP,0.0351
C0853697,FBN1,0.0338857142857142
C0853697,ELANE,0.0327
C0853697,ICOS,0.03209
C0853697,CD19,0.03043
C0853697,BTK,0.0286
C0853697,IGLL1,0.02684
C0853877,RET,0.4431
C0853877,ITGA8,0.1338
C0853877,FGF20,0.1197
C0853877,SDHB,0.0623
C0853877,ASCL1,0.0598999999999999
C0853877,SGO1,0.0591
C0853877,VHL,0.05895
C0853877,NTRK1,0.05705
C0853877,HPGD,0.05585
C0853877,PHOX2B,0.05065
C0853877,FOXE1,0.0503
C0853877,SDHD,0.045
C0853877,KIF1B,0.0407
C0853877,PAX2,0.0379333333333333
C0853877,PDE4D,0.0336
C0853897,ACE,0.0575142857142857
C0853897,KCNJ11,0.0425833333333333
C0853897,PDX1,0.0405
C0853897,GCK,0.0386
C0853897,ABCC8,0.03565
C0853897,IL1RN,0.0349333333333333
C0853897,PRL,0.0324
C0853897,PNPLA3,0.031
C0853897,INSR,0.0306833333333333
C0853897,AGK,0.03
C0853897,PKP2,0.0294599999999999
C0853897,RBP4,0.0294
C0853897,ZNF469,0.0288
C0853897,KNG1,0.0275333333333333
C0853897,TAC1,0.02515
C0853945,LAMA3,0.5729
C0853945,LAMC2,0.4142
C0853945,LAMB3,0.2137
C0853945,ITGB4,0.1707
C0853945,ITGA6,0.1111
C0853945,PLEC,0.1069
C0853945,COL17A1,0.0961
C0853945,COL7A1,0.0426
C0853945,DLL4,0.034125
C0853945,MMP1,0.031525
C0853945,KRT6A,0.028475
C0853945,BMS1,0.0240249999999999
C0853945,DSP,0.0211
C0853945,RBPJ,0.021075
C0853945,COX7B,0.01985
C0854021,BRAF,0.3159
C0854021,CTNNB1,0.1818
C0854021,MAP2K1,0.10445
C0854021,APC,0.0864
C0854021,PTPN11,0.0862
C0854021,MAP2K2,0.0845
C0854021,NF1,0.0622
C0854021,PIK3CA,0.05715
C0854021,RIPK4,0.0537
C0854021,AKT1,0.053
C0854021,SNRPE,0.0523
C0854021,RPL21,0.0518
C0854021,LEPR,0.0491
C0854021,TP53,0.047
C0854021,KRAS,0.04515
C0854107,PDGFB,0.2081
C0854107,COL1A1,0.15802
C0854107,SLC20A2,0.1576
C0854107,PDGFRB,0.1545
C0854107,KCNC3,0.04884
C0854107,IBGC1,0.02762
C0854107,IDUA,0.0239
C0854107,XPR1,0.0215
C0854107,PIK3CD,0.0214
C0854107,COL3A1,0.01802
C0854107,RPS14,0.0173666666666666
C0854107,COL5A2,0.015825
C0854107,COL5A1,0.01418
C0854107,FBN1,0.0138
C0854107,PLCG2,0.0124
C0854110,LMNA,0.1677
C0854110,PPARG,0.1541
C0854110,PPP1R3A,0.1417
C0854110,AKT2,0.1062
C0854110,LIPE,0.104
C0854110,PLIN1,0.08535
C0854110,AGPAT2,0.0551875
C0854110,BSCL2,0.0507375
C0854110,CAV1,0.04675
C0854110,LEPR,0.0453
C0854110,ZMPSTE24,0.0392
C0854110,KCNJ11,0.0382625
C0854110,CD40LG,0.0316
C0854110,LIG4,0.0276333333333333
C0854110,KCNMA1,0.027
C0854242,ENG,1.3144
C0854242,ACVRL1,0.7428
C0854242,GDF2,0.0316
C0854242,F8,0.0087
C0854242,SMAD4,0.00575
C0854242,LBR,0.0049
C0854242,LMAN1,0.0044
C0854242,NAGA,0.0044
C0854242,TGFBR3,0.0042
C0854242,ANIB1,0.0041
C0854242,F9,0.0039
C0854242,F5,0.0038
C0854242,JAK2,0.0038
C0854242,ITGA2B,0.0038
C0854242,ITGB3,0.0036
C0854723,INVS,0.1136
C0854723,NPHP1,0.08
C0854723,TMEM216,0.066
C0854723,SPATA7,0.0408166666666666
C0854723,RPE65,0.039
C0854723,MUC1,0.0379333333333333
C0854723,SDCCAG8,0.0333
C0854723,TRAF3IP1,0.0302
C0854723,PEX2,0.0279111111111111
C0854723,TTC37,0.02715
C0854723,RPGRIP1L,0.0261333333333333
C0854723,KIAA0586,0.026
C0854723,LRAT,0.0247
C0854723,PEX1,0.0244444444444444
C0854723,IFT140,0.0239888888888888
C0855329,ATP6,0.254
C0855329,ND6,0.1798
C0855329,ND2,0.178
C0855329,TRPM4,0.1708
C0855329,ND4,0.1671
C0855329,ND5,0.1214
C0855329,COX3,0.1121
C0855329,ND1,0.1104
C0855329,CYTB,0.1063
C0855329,ND4L,0.0877
C0855329,BRAF,0.0654
C0855329,COX1,0.06458
C0855329,HBN1,0.05704
C0855329,TRNL1,0.0554
C0855329,RPS29,0.0483
C0855740,NRAS,0.1152
C0855740,KRAS,0.1097
C0855740,SOS2,0.1067
C0855740,BRAF,0.1032
C0855740,MAP2K1,0.0963166666666666
C0855740,RASA2,0.09
C0855740,RAF1,0.0897
C0855740,LZTR1,0.0886
C0855740,RIT1,0.0871
C0855740,SOS1,0.0822
C0855740,KAT6B,0.0787
C0855740,PTPN11,0.0672
C0855740,HRAS,0.0456666666666666
C0855740,MAP2K2,0.04015
C0855740,NF1,0.0274666666666666
C0855742,MPL,0.4226
C0855742,JAK2,0.2309
C0855742,THPO,0.2154333333333333
C0855742,TET2,0.2109
C0855742,SH2B3,0.1091
C0855742,TP53,0.0977
C0855742,CALR,0.073
C0855742,AGXT,0.0474666666666666
C0855742,EPAS1,0.0369
C0855742,LIG4,0.03158
C0855742,XRCC4,0.0299799999999999
C0855742,VHL,0.0289
C0855742,NBEAL2,0.0254333333333333
C0855742,TBXAS1,0.02395
C0855742,IFNA2,0.0231666666666666
C0855791,MMACHC,0.16312
C0855791,CUBN,0.101075
C0855791,MTR,0.0851599999999999
C0855791,MTRR,0.0736199999999999
C0855791,RPS7,0.06106
C0855791,ABCD4,0.051675
C0855791,TCN2,0.04788
C0855791,RPS19,0.0298
C0855791,RPS26,0.02886
C0855791,RPL15,0.0281
C0855791,RPS17,0.02728
C0855791,MTHFR,0.026325
C0855791,RPS10,0.02616
C0855791,RPS29,0.02416
C0855791,RPL26,0.023
C0856727,APOB,0.3853
C0856727,ATP8B1,0.3785
C0856727,LDLR,0.2631
C0856727,LDLRAP1,0.1877
C0856727,ADK,0.1423
C0856727,PIGY,0.1223
C0856727,ABCA1,0.1113
C0856727,ABCC6,0.0945
C0856727,APOC3,0.0746
C0856727,APOE,0.074
C0856727,TTPA,0.0733
C0856727,CETP,0.0703
C0856727,LMNA,0.0579
C0856727,LCAT,0.0379
C0856727,CYP27A1,0.0376
C0856747,EFEMP2,0.1291749999999999
C0856747,TGFB2,0.08465
C0856747,TGFB3,0.067925
C0856747,LOX,0.064575
C0856747,SMAD3,0.063875
C0856747,TGFBR1,0.0636
C0856747,ACTA2,0.0605
C0856747,PRKG1,0.0594
C0856747,MFAP5,0.0582
C0856747,TGFBR2,0.0547
C0856747,FOXE3,0.0513
C0856747,MYLK,0.0499499999999999
C0856747,FBN1,0.0496
C0856747,ACTG2,0.0352
C0856747,MYH11,0.0323
C0856761,MPL,0.14975
C0856761,VHL,0.1329
C0856761,PROS1,0.129
C0856761,THPO,0.11485
C0856761,SH2B3,0.1039
C0856761,F2,0.0991
C0856761,PROC,0.0955
C0856761,LMAN1,0.0642
C0856761,F12,0.0606
C0856761,TET2,0.0593
C0856761,TFPI,0.0511
C0856761,EGLN1,0.0504
C0856761,PLAU,0.047
C0856761,SERPIND1,0.0443
C0856761,TP53,0.04245
C0856863,TECPR2,0.081
C0856863,LMNA,0.0404
C0856863,HMSNO,0.0385
C0856863,TFG,0.0336333333333333
C0856863,SOX18,0.02965
C0856863,HTRA1,0.0274
C0856863,TGFB3,0.0271
C0856863,LIG4,0.02504
C0856863,GAN,0.0222199999999999
C0856863,ADAMTS2,0.0185
C0856863,MFN2,0.0180833333333333
C0856863,KIF5A,0.0175
C0856863,POLG,0.0168142857142857
C0856863,GPI,0.0167
C0856863,PLOD1,0.0162
C0856975,CHD2,0.2977
C0856975,SCN1A,0.1482
C0856975,DNM1,0.1282
C0856975,MAPK10,0.1113
C0856975,SLC6A1,0.0819888888888888
C0856975,GABRB3,0.0716
C0856975,UBE3A,0.0352
C0856975,GABRA1,0.0324222222222222
C0856975,SCN9A,0.0299666666666666
C0856975,SCN1B,0.0265222222222222
C0856975,GABRG2,0.0255111111111111
C0856975,GOSR2,0.0237222222222222
C0856975,NAGA,0.0202857142857142
C0856975,STXBP1,0.0196749999999999
C0856975,ANCR,0.01905
C0857007,UGT1A4,0.1406
C0857007,INS,0.0981
C0857007,UGT1A,0.0771
C0857007,NPPA,0.05245
C0857007,GCLM,0.04725
C0857007,RHAG,0.0341
C0857007,TBCE,0.0337
C0857007,CSF3,0.0327666666666666
C0857007,EMG1,0.0323
C0857007,PKLR,0.0317
C0857007,ABCC2,0.03065
C0857007,TNF,0.02935
C0857007,ZNF469,0.0282
C0857007,TAC1,0.0278
C0857007,G6PD,0.0232
C0857379,NSD2,0.1211
C0857379,FGFRL1,0.1182
C0857379,CTBP1,0.0958
C0857379,FGFR2,0.0697
C0857379,LETM1,0.0495
C0857379,CPLX1,0.0421
C0857379,POR,0.0328
C0857379,GCDH,0.0320333333333333
C0857379,TBX15,0.0318
C0857379,ETHE1,0.0272
C0857379,EYA1,0.02641
C0857379,WNT4,0.0258333333333333
C0857379,SIX1,0.02521
C0857379,DLL4,0.0251
C0857379,RAB23,0.0241
C0857460,JAK2,0.2893
C0857460,MPL,0.2387
C0857460,THPO,0.1638
C0857460,TET2,0.1069
C0857460,CALR,0.0772
C0857460,AGXT,0.0735125
C0857460,SH2B3,0.0582
C0857460,TP53,0.0556125
C0857460,VHL,0.0324
C0857460,HBA1,0.0302428571428571
C0857460,ZMPSTE24,0.0262
C0857460,ABL1,0.024
C0857460,TREX1,0.0223
C0857460,IFNA2,0.021425
C0857460,RUNX1,0.0191
C0857501,G6PD,0.2435
C0857501,FTO,0.1047
C0857501,LDHB,0.0978
C0857501,GLA,0.0786
C0857501,LDHA,0.0758
C0857501,IL10,0.0735
C0857501,CTPS1,0.0709
C0857501,ILDR1,0.0708
C0857501,FAME3,0.0707
C0857501,DFNB26,0.0706
C0857501,STUT2,0.0705
C0857501,DFNB51,0.0703
C0857501,SM2,0.0699
C0857501,DFNB83,0.0699
C0857501,IFNA2,0.0584
C0857898,CYP11B1,0.5565
C0857898,POR,0.27055
C0857898,HSD3B2,0.202
C0857898,CYP11B2,0.1573999999999999
C0857898,CYP17A1,0.1303
C0857898,CYB5A,0.1182
C0857898,TRPS1,0.0658
C0857898,CYP11A1,0.0584
C0857898,LHCGR,0.0362
C0857898,DHH,0.0336
C0857898,SCNN1G,0.0308999999999999
C0857898,GATM,0.0303
C0857898,SLC12A3,0.0299
C0857898,SLC6A8,0.0296
C0857898,NR0B1,0.02915
C0857973,CDKN1B,0.2514
C0857973,CDKN2B,0.2253
C0857973,MEN1,0.1962
C0857973,CDKN1A,0.1248
C0857973,CDKN2C,0.1245
C0857973,PRKAR1A,0.0899
C0857973,GNAS,0.073
C0857973,AIP,0.0706875
C0857973,RET,0.035575
C0857973,PDE4D,0.0313
C0857973,STX16,0.0306
C0857973,VDR,0.0281
C0857973,CLCN5,0.0274625
C0857973,PTH1R,0.024025
C0857973,CASR,0.0237
C0858355,GRIP1,0.1628
C0858355,GNAQ,0.14625
C0858355,OPRM1,0.0958666666666666
C0858355,NPY1R,0.094
C0858355,SLC12A5,0.0832666666666666
C0858355,PROKR2,0.0798
C0858355,GRIK1,0.0785
C0858355,TAS2R38,0.0772
C0858355,JAGN1,0.0725
C0858355,CSNK1D,0.04995
C0858355,PLCB4,0.0407
C0858355,GNAI3,0.0403
C0858355,GRM8,0.0359
C0858355,PSEN2,0.03585
C0858355,GNA11,0.03485
C0858617,BEST1,0.2473333333333333
C0858617,PRPH2,0.1893333333333333
C0858617,IMPG2,0.1755
C0858617,IMPG1,0.1438666666666666
C0858617,ABCA4,0.0968666666666666
C0858617,FSCN2,0.0638
C0858617,SLC25A15,0.0561
C0858617,CNGA1,0.0541666666666666
C0858617,CNGB3,0.0513
C0858617,USH2A,0.0496333333333333
C0858617,ARL2BP,0.0436333333333333
C0858617,CRX,0.0261
C0858617,PROM1,0.0241
C0858617,NRL,0.0222333333333333
C0858617,RPGR,0.0212
C0858618,CNGB3,0.2374
C0858618,PDE6C,0.193
C0858618,ABCA4,0.1918142857142857
C0858618,CNGA3,0.17
C0858618,GNAT2,0.1609
C0858618,GUCA1A,0.1049428571428571
C0858618,PRPH2,0.1044714285714285
C0858618,ELOVL4,0.1022285714285714
C0858618,CNNM4,0.0903142857142857
C0858618,PROM1,0.0802
C0858618,RPGR,0.0667
C0858618,PDE6H,0.066
C0858618,ATF6,0.0545
C0858618,CRX,0.0496714285714285
C0858618,AIPL1,0.0483142857142857
C0858867,FANCC,0.2977
C0858867,FANCE,0.2771
C0858867,FANCA,0.1757
C0858867,FANCD2,0.1675
C0858867,RPL15,0.0533
C0858867,RPS7,0.0481857142857142
C0858867,RPS29,0.0447857142857142
C0858867,BRCA2,0.0373285714285714
C0858867,RPS19,0.0348
C0858867,RPL35A,0.0335428571428571
C0858867,RPL26,0.0302
C0858867,FANCB,0.0283571428571428
C0858867,RPL11,0.0257571428571428
C0858867,RPL5,0.0237
C0858867,RPS10,0.0221714285714285
C0859942,IL12RB1,0.3002
C0859942,TNFSF15,0.2653
C0859942,POU2AF1,0.1625
C0859942,SPIB,0.1559
C0859942,IRF5,0.1506
C0859942,TNPO3,0.1424
C0859942,IL12A,0.1343
C0859942,ABCB11,0.03058
C0859942,STAT1,0.0292
C0859942,IFNGR1,0.0278
C0859942,FAS,0.0254199999999999
C0859942,TRAF3IP2,0.0248399999999999
C0859942,IFNGR2,0.0234
C0859942,STAT4,0.02246
C0859942,LMNA,0.02244
C0859976,HCRT,0.3612666666666667
C0859976,HLA-DRB1,0.3024666666666666
C0859976,HLA-DQB1,0.1276
C0859976,HLA-DQA1,0.1176
C0859976,ZNF365,0.1056333333333333
C0859976,SNTA1,0.0835
C0859976,CTSH,0.0682666666666666
C0859976,MOG,0.0620333333333333
C0859976,P2RY11,0.0594
C0859976,P2RX3,0.05495
C0859976,TNFSF4,0.0521666666666666
C0859976,NOS3,0.0433
C0859976,IFNA2,0.0358
C0859976,ADRA1A,0.0339
C0859976,ABCB4,0.0339
C0860204,AMACR,0.2689
C0860204,OFD1,0.1271
C0860204,VIPAS39,0.0986
C0860204,AKR1D1,0.0822
C0860204,MKS1,0.0425
C0860204,GJA1,0.0363
C0860204,MNX1,0.0362
C0860204,BCOR,0.0359
C0860204,PSEN2,0.033
C0860204,IDUA,0.0263
C0860204,ERCC3,0.0253
C0860204,GAA,0.0243
C0860204,COL1A1,0.02
C0860204,APOE,0.0192
C0860204,COL1A2,0.019
C0860439,ZMPSTE24,0.2231
C0860439,LMNA,0.2117
C0860439,SLCO2A1,0.1442
C0860439,HPGD,0.0423
C0860439,IGF2,0.039
C0860439,RECQL4,0.0379
C0860439,CTSC,0.0225499999999999
C0860439,PSMB8,0.0203333333333333
C0860439,FGFR2,0.0182
C0860439,PTDSS1,0.012775
C0860439,WNT7A,0.0045249999999999
C0860439,DYM,0.003975
C0860439,SOX18,0.0036999999999999
C0860439,BRAF,0.003525
C0860439,FIG4,0.0032
C0860904,UNG,0.2585
C0860904,CD40LG,0.2558
C0860904,CD40,0.1492
C0860904,IKBKG,0.10875
C0860904,TRAF3,0.0823
C0860904,TNFRSF4,0.0797
C0860904,TNFRSF13B,0.0645
C0860904,IGKC,0.05175
C0860904,IGHG2,0.0498
C0860904,SP110,0.0475
C0860904,PLG,0.04715
C0860904,IL1RN,0.04455
C0860904,NBN,0.0365
C0860904,CASP8,0.0285
C0860904,LEPR,0.0284
C0870082,ALOXE3,0.06076
C0870082,ERCC3,0.05
C0870082,FERMT1,0.04609
C0870082,XPA,0.0409
C0870082,ERCC6,0.03874
C0870082,GJB4,0.038
C0870082,TGM1,0.0378
C0870082,ERCC5,0.0362
C0870082,PNPLA1,0.0358555555555555
C0870082,ALOX12B,0.0328
C0870082,PPOX,0.0321
C0870082,ERCC2,0.0312
C0870082,ZMPSTE24,0.02957
C0870082,COL7A1,0.02891
C0870082,POLH,0.02882
C0872218,POLG,0.4078
C0872218,TYMP,0.1734
C0872218,RRM2B,0.1305
C0872218,SLC25A4,0.0733666666666666
C0872218,TRNL1,0.0662666666666666
C0872218,TWNK,0.0534999999999999
C0872218,B2M,0.05
C0872218,ATP8,0.0473333333333333
C0872218,DMGDH,0.0434
C0872218,AMPD1,0.04295
C0872218,SERPINA6,0.04205
C0872218,POLG2,0.0411333333333333
C0872218,FLNA,0.0407
C0872218,HMOX1,0.0376
C0872218,TBP,0.0365
C0876973,NCF2,0.2357
C0876973,TNFRSF13B,0.1455
C0876973,CYBB,0.0491
C0876973,CYBA,0.0484
C0876973,ICOS,0.0441
C0876973,CR2,0.043
C0876973,NFKBIA,0.0414999999999999
C0876973,IGHM,0.039
C0876973,CD19,0.0377
C0876973,CD79B,0.0366
C0876973,IGLL1,0.0351
C0876973,BTK,0.0349
C0876973,BLNK,0.034
C0876973,NFKB2,0.0301
C0876973,NBN,0.0287
C0876991,MYO5A,0.1780333333333333
C0876991,UNC13D,0.1094499999999999
C0876991,GLRX5,0.063875
C0876991,SLC25A38,0.0633
C0876991,STXBP2,0.056
C0876991,PRF1,0.0523
C0876991,PHGDH,0.0484
C0876991,TFR2,0.0445
C0876991,GAN,0.0364
C0876991,OFD1,0.0359
C0876991,CLN3,0.0356
C0876991,STX11,0.034075
C0876991,BCS1L,0.029475
C0876991,CASP10,0.02855
C0876991,FAS,0.0284
C0876994,RARB,0.1604
C0876994,POMC,0.1471
C0876994,VAX1,0.1385
C0876994,TBX4,0.0976
C0876994,MAP6,0.0821
C0876994,HACE1,0.0814
C0876994,AD8,0.0805
C0876994,HR,0.0724
C0876994,GATA3,0.0701
C0876994,PLAT,0.0685
C0876994,THRA,0.0685
C0876994,EGLN1,0.0677
C0876994,HNF4A,0.0649
C0876994,FOXE1,0.0636
C0876994,RARA,0.0605
C0877015,FGS5,0.189
C0877015,HTC1,0.1887
C0877015,HDLCQ14,0.1873
C0877015,DFNB55,0.1873
C0877015,TELAB1,0.1869
C0877015,MRSD,0.1868
C0877015,ENFL2,0.1868
C0877015,ANIB2,0.1867
C0877015,HPLH1,0.1864
C0877015,FECD2,0.1863
C0877015,BRV2,0.186
C0877015,SCAX2,0.1858
